"ADM2_PC","ADM2_ES","ADM1_PC","ADM1_ES","ADM0_PC","ADM0_ES","college","clinic","university","school","hospital"
"CO05001","Medellín","CO05","Antioquia","CO","Colombia",60,102,51,321,100
"CO05045","Apartadó","CO05","Antioquia","CO","Colombia",1,NA,5,35,13
"CO05088","Bello","CO05","Antioquia","CO","Colombia",1,3,3,35,8
"CO05129","Caldas","CO05","Antioquia","CO","Colombia",1,NA,NA,1,2
"CO05145","Caramanta","CO05","Antioquia","CO","Colombia",1,NA,NA,1,1
"CO05148","El Carmen de Viboral","CO05","Antioquia","CO","Colombia",1,1,2,18,1
"CO05264","Entrerríos","CO05","Antioquia","CO","Colombia",2,NA,NA,3,1
"CO05266","Envigado","CO05","Antioquia","CO","Colombia",5,NA,3,37,4
"CO05310","Gómez Plata","CO05","Antioquia","CO","Colombia",1,NA,NA,3,1
"CO05318","Guarne","CO05","Antioquia","CO","Colombia",1,NA,NA,6,2
"CO05360","Itagüí","CO05","Antioquia","CO","Colombia",4,2,NA,18,8
"CO05380","La Estrella","CO05","Antioquia","CO","Colombia",1,1,NA,2,3
"CO05579","Puerto Berrío","CO05","Antioquia","CO","Colombia",2,NA,1,9,1
"CO05604","Remedios","CO05","Antioquia","CO","Colombia",1,NA,NA,4,1
"CO05642","Salgar","CO05","Antioquia","CO","Colombia",1,1,NA,5,1
"CO05665","San Pedro de Urabá","CO05","Antioquia","CO","Colombia",1,NA,NA,36,1
"CO05686","Santa Rosa de Osos","CO05","Antioquia","CO","Colombia",1,NA,1,19,5
"CO05690","Santo Domingo","CO05","Antioquia","CO","Colombia",1,NA,NA,NA,1
"CO05792","Tarso","CO05","Antioquia","CO","Colombia",1,NA,NA,NA,2
"CO05873","Vigía del Fuerte","CO05","Antioquia","CO","Colombia",1,NA,NA,1,1
"CO05895","Zaragoza","CO05","Antioquia","CO","Colombia",1,1,NA,5,1
"CO08001","Barranquilla","CO08","Atlántico","CO","Colombia",21,33,16,202,67
"CO08296","Galapa","CO08","Atlántico","CO","Colombia",1,NA,NA,5,1
"CO08372","Juan de Acosta","CO08","Atlántico","CO","Colombia",1,NA,NA,NA,NA
"CO08433","Malambo","CO08","Atlántico","CO","Colombia",2,1,NA,16,2
"CO08560","Ponedera","CO08","Atlántico","CO","Colombia",3,NA,NA,NA,NA
"CO08638","Sabanalarga","CO08","Atlántico","CO","Colombia",5,1,NA,2,2
"CO08758","Soledad","CO08","Atlántico","CO","Colombia",3,5,NA,44,13
"CO08770","Suan","CO08","Atlántico","CO","Colombia",2,NA,NA,1,1
"CO11001","Bogotá, D.C.","CO11","Bogotá, D.C.","CO","Colombia",117,258,162,1187,155
"CO13001","Cartagena de Indias","CO13","Bolívar","CO","Colombia",11,23,18,92,19
"CO13244","El Carmen de Bolívar","CO13","Bolívar","CO","Colombia",1,1,1,15,1
"CO13430","Magangué","CO13","Bolívar","CO","Colombia",1,1,2,3,2
"CO13600","Río Viejo","CO13","Bolívar","CO","Colombia",2,NA,NA,7,4
"CO13836","Turbaco","CO13","Bolívar","CO","Colombia",1,NA,2,3,2
"CO15001","Tunja","CO15","Boyacá","CO","Colombia",5,2,9,32,16
"CO15104","Boyacá","CO15","Boyacá","CO","Colombia",1,NA,NA,3,NA
"CO15131","Caldas","CO15","Boyacá","CO","Colombia",1,NA,NA,4,NA
"CO15176","Chiquinquirá","CO15","Boyacá","CO","Colombia",2,2,3,11,3
"CO15187","Chivatá","CO15","Boyacá","CO","Colombia",1,NA,NA,14,2
"CO15238","Duitama","CO15","Boyacá","CO","Colombia",3,3,4,45,6
"CO15322","Guateque","CO15","Boyacá","CO","Colombia",1,NA,NA,4,NA
"CO15407","Villa de Leyva","CO15","Boyacá","CO","Colombia",1,NA,NA,4,1
"CO15442","Maripí","CO15","Boyacá","CO","Colombia",7,NA,NA,11,3
"CO15537","Paz de Río","CO15","Boyacá","CO","Colombia",1,NA,1,3,1
"CO15572","Puerto Boyacá","CO15","Boyacá","CO","Colombia",1,1,NA,38,4
"CO15638","Sáchica","CO15","Boyacá","CO","Colombia",1,1,NA,17,NA
"CO15646","Samacá","CO15","Boyacá","CO","Colombia",2,NA,NA,13,1
"CO15740","Siachoque","CO15","Boyacá","CO","Colombia",4,NA,NA,2,1
"CO15753","Soatá","CO15","Boyacá","CO","Colombia",2,NA,NA,14,NA
"CO15763","Sotaquirá","CO15","Boyacá","CO","Colombia",1,NA,NA,7,NA
"CO15808","Tinjacá","CO15","Boyacá","CO","Colombia",1,NA,NA,2,NA
"CO15861","Ventaquemada","CO15","Boyacá","CO","Colombia",1,NA,NA,8,1
"CO17001","Manizales","CO17","Caldas","CO","Colombia",5,17,15,51,18
"CO17653","Salamina","CO17","Caldas","CO","Colombia",2,NA,NA,4,NA
"CO17873","Villamaría","CO17","Caldas","CO","Colombia",1,NA,NA,18,2
"CO18001","Florencia","CO18","Caquetá","CO","Colombia",4,3,2,9,4
"CO18029","Albania","CO18","Caquetá","CO","Colombia",1,NA,NA,17,2
"CO18150","Cartagena del Chairá","CO18","Caquetá","CO","Colombia",1,3,NA,5,1
"CO18479","Morelia","CO18","Caquetá","CO","Colombia",1,NA,NA,4,NA
"CO18610","San José del Fragua","CO18","Caquetá","CO","Colombia",2,1,NA,5,NA
"CO18753","San Vicente del Caguán","CO18","Caquetá","CO","Colombia",2,NA,NA,7,1
"CO19001","Popayán","CO19","Cauca","CO","Colombia",4,19,15,78,9
"CO19022","Almaguer","CO19","Cauca","CO","Colombia",2,NA,NA,4,1
"CO19050","Argelia","CO19","Cauca","CO","Colombia",2,NA,NA,37,3
"CO19110","Buenos Aires","CO19","Cauca","CO","Colombia",3,1,NA,11,1
"CO19130","Cajibío","CO19","Cauca","CO","Colombia",2,3,NA,32,1
"CO19137","Caldono","CO19","Cauca","CO","Colombia",3,NA,NA,16,1
"CO19142","Caloto","CO19","Cauca","CO","Colombia",4,NA,NA,3,2
"CO19256","El Tambo","CO19","Cauca","CO","Colombia",10,6,NA,38,NA
"CO19290","Florencia","CO19","Cauca","CO","Colombia",1,NA,NA,2,1
"CO19300","Guachené","CO19","Cauca","CO","Colombia",2,NA,NA,2,1
"CO19397","La Vega","CO19","Cauca","CO","Colombia",3,2,NA,45,1
"CO19450","Mercaderes","CO19","Cauca","CO","Colombia",1,1,NA,4,1
"CO19455","Miranda","CO19","Cauca","CO","Colombia",4,4,1,19,2
"CO19513","Padilla","CO19","Cauca","CO","Colombia",2,NA,NA,6,1
"CO19517","Páez","CO19","Cauca","CO","Colombia",3,1,NA,5,2
"CO19532","Patía","CO19","Cauca","CO","Colombia",5,5,NA,14,2
"CO19533","Piamonte","CO19","Cauca","CO","Colombia",1,1,NA,12,2
"CO19548","Piendamó - Tunía","CO19","Cauca","CO","Colombia",2,NA,NA,12,3
"CO19573","Puerto Tejada","CO19","Cauca","CO","Colombia",17,2,NA,9,2
"CO19698","Santander de Quilichao","CO19","Cauca","CO","Colombia",8,6,4,24,3
"CO19743","Silvia","CO19","Cauca","CO","Colombia",1,2,NA,23,2
"CO19785","Sucre","CO19","Cauca","CO","Colombia",2,NA,NA,NA,1
"CO19807","Timbío","CO19","Cauca","CO","Colombia",4,NA,2,14,1
"CO19845","Villa Rica","CO19","Cauca","CO","Colombia",1,NA,NA,6,1
"CO20001","Valledupar","CO20","Cesar","CO","Colombia",2,4,9,23,6
"CO20011","Aguachica","CO20","Cesar","CO","Colombia",3,1,1,12,4
"CO20013","Agustín Codazzi","CO20","Cesar","CO","Colombia",1,NA,1,4,NA
"CO20228","Curumaní","CO20","Cesar","CO","Colombia",1,NA,NA,4,1
"CO23001","Montería","CO23","Córdoba","CO","Colombia",4,18,6,25,3
"CO23417","Lorica","CO23","Córdoba","CO","Colombia",10,NA,3,7,4
"CO23586","Purísima de la Concepción","CO23","Córdoba","CO","Colombia",1,NA,NA,NA,NA
"CO23660","Sahagún","CO23","Córdoba","CO","Colombia",1,NA,NA,8,1
"CO23675","San Bernardo del Viento","CO23","Córdoba","CO","Colombia",2,NA,NA,3,NA
"CO23807","Tierralta","CO23","Córdoba","CO","Colombia",7,NA,NA,17,3
"CO25154","Carmen de Carupa","CO25","Cundinamarca","CO","Colombia",1,NA,NA,8,2
"CO25175","Chía","CO25","Cundinamarca","CO","Colombia",2,5,4,24,3
"CO25245","El Colegio","CO25","Cundinamarca","CO","Colombia",2,NA,NA,7,2
"CO25260","El Rosal","CO25","Cundinamarca","CO","Colombia",1,NA,NA,7,NA
"CO25269","Facatativá","CO25","Cundinamarca","CO","Colombia",2,NA,1,20,8
"CO25286","Funza","CO25","Cundinamarca","CO","Colombia",1,NA,NA,21,1
"CO25288","Fúquene","CO25","Cundinamarca","CO","Colombia",3,NA,NA,NA,1
"CO25290","Fusagasugá","CO25","Cundinamarca","CO","Colombia",1,1,4,16,5
"CO25307","Girardot","CO25","Cundinamarca","CO","Colombia",1,6,5,28,NA
"CO25317","Guachetá","CO25","Cundinamarca","CO","Colombia",4,NA,NA,1,1
"CO25322","Guasca","CO25","Cundinamarca","CO","Colombia",1,NA,NA,6,1
"CO25377","La Calera","CO25","Cundinamarca","CO","Colombia",1,NA,NA,16,1
"CO25386","La Mesa","CO25","Cundinamarca","CO","Colombia",3,2,NA,7,1
"CO25438","Medina","CO25","Cundinamarca","CO","Colombia",1,NA,NA,1,1
"CO25473","Mosquera","CO25","Cundinamarca","CO","Colombia",1,2,1,24,1
"CO25513","Pacho","CO25","Cundinamarca","CO","Colombia",1,NA,NA,8,2
"CO25645","San Antonio del Tequendama","CO25","Cundinamarca","CO","Colombia",1,NA,NA,2,2
"CO25653","San Cayetano","CO25","Cundinamarca","CO","Colombia",1,NA,NA,NA,1
"CO25736","Sesquilé","CO25","Cundinamarca","CO","Colombia",1,NA,NA,4,NA
"CO25740","Sibaté","CO25","Cundinamarca","CO","Colombia",1,NA,NA,36,2
"CO25754","Soacha","CO25","Cundinamarca","CO","Colombia",3,2,4,69,4
"CO25769","Subachoque","CO25","Cundinamarca","CO","Colombia",1,NA,NA,5,1
"CO25785","Tabio","CO25","Cundinamarca","CO","Colombia",11,NA,NA,1,NA
"CO25797","Tena","CO25","Cundinamarca","CO","Colombia",1,NA,NA,2,NA
"CO25839","Ubalá","CO25","Cundinamarca","CO","Colombia",2,NA,NA,4,NA
"CO25862","Vergara","CO25","Cundinamarca","CO","Colombia",1,NA,NA,NA,NA
"CO25899","Zipaquirá","CO25","Cundinamarca","CO","Colombia",1,NA,NA,4,4
"CO27001","Quibdó","CO27","Chocó","CO","Colombia",2,NA,3,7,3
"CO27006","Acandí","CO27","Chocó","CO","Colombia",2,NA,NA,12,2
"CO27099","Bojayá","CO27","Chocó","CO","Colombia",1,NA,NA,1,NA
"CO27361","Istmina","CO27","Chocó","CO","Colombia",1,NA,1,4,1
"CO27495","Nuquí","CO27","Chocó","CO","Colombia",1,1,NA,2,NA
"CO41001","Neiva","CO41","Huila","CO","Colombia",25,5,10,22,6
"CO41013","Agrado","CO41","Huila","CO","Colombia",1,NA,NA,2,1
"CO41016","Aipe","CO41","Huila","CO","Colombia",1,NA,NA,NA,1
"CO41298","Garzón","CO41","Huila","CO","Colombia",4,2,2,26,5
"CO41306","Gigante","CO41","Huila","CO","Colombia",1,NA,NA,7,NA
"CO41396","La Plata","CO41","Huila","CO","Colombia",3,1,1,21,2
"CO41530","Palestina","CO41","Huila","CO","Colombia",1,NA,NA,11,2
"CO41615","Rivera","CO41","Huila","CO","Colombia",1,NA,1,5,1
"CO41668","San Agustín","CO41","Huila","CO","Colombia",1,NA,NA,19,1
"CO44001","Riohacha","CO44","La Guajira","CO","Colombia",4,25,3,221,29
"CO44090","Dibulla","CO44","La Guajira","CO","Colombia",1,NA,NA,26,1
"CO44847","Uribia","CO44","La Guajira","CO","Colombia",1,1,NA,114,3
"CO47001","Santa Marta","CO47","Magdalena","CO","Colombia",3,15,3,86,6
"CO50001","Villavicencio","CO50","Meta","CO","Colombia",7,6,10,51,11
"CO50006","Acacías","CO50","Meta","CO","Colombia",4,NA,1,10,1
"CO50313","Granada","CO50","Meta","CO","Colombia",16,NA,NA,5,23
"CO50325","Mapiripán","CO50","Meta","CO","Colombia",1,NA,NA,2,NA
"CO50330","Mesetas","CO50","Meta","CO","Colombia",1,NA,NA,6,1
"CO50350","La Macarena","CO50","Meta","CO","Colombia",4,1,NA,12,NA
"CO50370","Uribe","CO50","Meta","CO","Colombia",5,NA,NA,5,1
"CO50577","Puerto Lleras","CO50","Meta","CO","Colombia",1,NA,NA,9,1
"CO50590","Puerto Rico","CO50","Meta","CO","Colombia",3,NA,NA,15,1
"CO50711","Vistahermosa","CO50","Meta","CO","Colombia",2,NA,NA,19,4
"CO52001","Pasto","CO52","Nariño","CO","Colombia",5,5,10,46,25
"CO52079","Barbacoas","CO52","Nariño","CO","Colombia",1,NA,NA,NA,1
"CO52356","Ipiales","CO52","Nariño","CO","Colombia",1,3,1,20,10
"CO52399","La Unión","CO52","Nariño","CO","Colombia",1,NA,NA,14,3
"CO52835","San Andrés de Tumaco","CO52","Nariño","CO","Colombia",1,NA,NA,4,3
"CO54001","San José de Cúcuta","CO54","Norte de Santander","CO","Colombia",31,65,17,130,56
"CO54051","Arboledas","CO54","Norte de Santander","CO","Colombia",1,NA,NA,2,NA
"CO54405","Los Patios","CO54","Norte de Santander","CO","Colombia",1,1,NA,8,1
"CO54498","Ocaña","CO54","Norte de Santander","CO","Colombia",3,3,1,16,3
"CO54518","Pamplona","CO54","Norte de Santander","CO","Colombia",1,NA,2,8,5
"CO54720","Sardinata","CO54","Norte de Santander","CO","Colombia",3,NA,NA,51,1
"CO54810","Tibú","CO54","Norte de Santander","CO","Colombia",1,NA,NA,27,2
"CO54874","Villa del Rosario","CO54","Norte de Santander","CO","Colombia",2,1,1,38,1
"CO63001","Armenia","CO63","Quindio","CO","Colombia",49,16,11,47,26
"CO63130","Calarcá","CO63","Quindio","CO","Colombia",17,2,NA,19,6
"CO63190","Circasia","CO63","Quindio","CO","Colombia",4,NA,NA,5,1
"CO63212","Córdoba","CO63","Quindio","CO","Colombia",1,NA,NA,4,1
"CO63272","Filandia","CO63","Quindio","CO","Colombia",1,NA,NA,7,3
"CO63401","La Tebaida","CO63","Quindio","CO","Colombia",6,NA,NA,NA,2
"CO63470","Montenegro","CO63","Quindio","CO","Colombia",6,NA,NA,6,2
"CO63548","Pijao","CO63","Quindio","CO","Colombia",1,NA,NA,5,NA
"CO63594","Quimbaya","CO63","Quindio","CO","Colombia",2,NA,NA,10,2
"CO63690","Salento","CO63","Quindio","CO","Colombia",1,NA,NA,6,2
"CO66001","Pereira","CO66","Risaralda","CO","Colombia",6,17,8,70,17
"CO66088","Belén de Umbría","CO66","Risaralda","CO","Colombia",1,NA,NA,10,1
"CO66170","Dosquebradas","CO66","Risaralda","CO","Colombia",2,1,1,20,4
"CO66456","Mistrató","CO66","Risaralda","CO","Colombia",1,NA,NA,4,4
"CO68001","Bucaramanga","CO68","Santander","CO","Colombia",35,10,14,32,11
"CO68081","Barrancabermeja","CO68","Santander","CO","Colombia",5,NA,4,22,9
"CO68190","Cimitarra","CO68","Santander","CO","Colombia",1,NA,NA,13,2
"CO68276","Floridablanca","CO68","Santander","CO","Colombia",1,5,5,22,6
"CO68307","Girón","CO68","Santander","CO","Colombia",1,NA,NA,2,NA
"CO68324","Guavatá","CO68","Santander","CO","Colombia",1,NA,NA,3,1
"CO68432","Málaga","CO68","Santander","CO","Colombia",1,NA,2,20,NA
"CO68547","Piedecuesta","CO68","Santander","CO","Colombia",1,NA,1,11,3
"CO68572","Puente Nacional","CO68","Santander","CO","Colombia",2,NA,NA,37,1
"CO68669","San Andrés","CO68","Santander","CO","Colombia",1,NA,NA,10,1
"CO68679","San Gil","CO68","Santander","CO","Colombia",1,2,3,16,3
"CO68861","Vélez","CO68","Santander","CO","Colombia",2,1,1,19,1
"CO68872","Villanueva","CO68","Santander","CO","Colombia",2,NA,NA,9,1
"CO70001","Sincelejo","CO70","Sucre","CO","Colombia",31,20,13,31,9
"CO70230","Chalán","CO70","Sucre","CO","Colombia",1,2,NA,NA,NA
"CO70400","La Unión","CO70","Sucre","CO","Colombia",1,NA,NA,3,1
"CO70418","Los Palmitos","CO70","Sucre","CO","Colombia",9,NA,NA,9,4
"CO73001","Ibagué","CO73","Tolima","CO","Colombia",15,16,10,102,39
"CO73030","Ambalema","CO73","Tolima","CO","Colombia",2,NA,NA,3,1
"CO73043","Anzoátegui","CO73","Tolima","CO","Colombia",1,NA,NA,4,1
"CO73067","Ataco","CO73","Tolima","CO","Colombia",2,NA,NA,28,NA
"CO73148","Carmen de Apicalá","CO73","Tolima","CO","Colombia",1,NA,NA,3,2
"CO73168","Chaparral","CO73","Tolima","CO","Colombia",6,1,1,25,1
"CO73319","Guamo","CO73","Tolima","CO","Colombia",1,NA,NA,14,NA
"CO73411","Líbano","CO73","Tolima","CO","Colombia",3,NA,3,30,2
"CO73443","San Sebastián de Mariquita","CO73","Tolima","CO","Colombia",1,NA,NA,13,1
"CO73461","Murillo","CO73","Tolima","CO","Colombia",1,NA,NA,11,1
"CO76001","Cali","CO76","Valle del Cauca","CO","Colombia",26,51,24,221,385
"CO76041","Ansermanuevo","CO76","Valle del Cauca","CO","Colombia",1,NA,NA,1,1
"CO76109","Buenaventura","CO76","Valle del Cauca","CO","Colombia",7,NA,4,5,6
"CO76111","Guadalajara de Buga","CO76","Valle del Cauca","CO","Colombia",4,1,2,10,6
"CO76147","Cartago","CO76","Valle del Cauca","CO","Colombia",3,4,2,5,2
"CO76248","El Cerrito","CO76","Valle del Cauca","CO","Colombia",1,1,NA,8,NA
"CO76306","Ginebra","CO76","Valle del Cauca","CO","Colombia",1,NA,NA,NA,NA
"CO76400","La Unión","CO76","Valle del Cauca","CO","Colombia",1,NA,NA,1,1
"CO76520","Palmira","CO76","Valle del Cauca","CO","Colombia",2,9,10,49,8
"CO76616","Riofrío","CO76","Valle del Cauca","CO","Colombia",3,NA,NA,NA,1
"CO76828","Trujillo","CO76","Valle del Cauca","CO","Colombia",1,NA,NA,2,NA
"CO76845","Ulloa","CO76","Valle del Cauca","CO","Colombia",1,NA,NA,3,1
"CO76869","Vijes","CO76","Valle del Cauca","CO","Colombia",1,NA,NA,NA,1
"CO76892","Yumbo","CO76","Valle del Cauca","CO","Colombia",2,NA,1,27,5
"CO81001","Arauca","CO81","Arauca","CO","Colombia",4,1,NA,11,1
"CO81736","Saravena","CO81","Arauca","CO","Colombia",7,2,NA,5,1
"CO81794","Tame","CO81","Arauca","CO","Colombia",3,1,NA,1,NA
"CO85001","Yopal","CO85","Casanare","CO","Colombia",6,6,8,54,13
"CO85263","Pore","CO85","Casanare","CO","Colombia",1,NA,NA,NA,NA
"CO85410","Tauramena","CO85","Casanare","CO","Colombia",8,NA,NA,5,1
"CO86001","Mocoa","CO86","Putumayo","CO","Colombia",1,NA,NA,25,1
"CO86568","Puerto Asís","CO86","Putumayo","CO","Colombia",2,NA,1,13,1
"CO86571","Puerto Guzmán","CO86","Putumayo","CO","Colombia",1,NA,NA,7,2
"CO91001","Leticia","CO91","Amazonas","CO","Colombia",1,1,2,27,2
"CO95001","San José del Guaviare","CO95","Guaviare","CO","Colombia",6,NA,1,32,1
"CO99773","Cumaribo","CO99","Vichada","CO","Colombia",1,1,NA,13,2
"CO05031","Amalfi","CO05","Antioquia","CO","Colombia",NA,1,2,23,1
"CO05120","Cáceres","CO05","Antioquia","CO","Colombia",NA,2,NA,26,5
"CO05154","Caucasia","CO05","Antioquia","CO","Colombia",NA,1,NA,8,2
"CO05250","El Bagre","CO05","Antioquia","CO","Colombia",NA,1,NA,11,1
"CO05364","Jardín","CO05","Antioquia","CO","Colombia",NA,1,NA,3,1
"CO05376","La Ceja","CO05","Antioquia","CO","Colombia",NA,1,NA,6,1
"CO05543","Peque","CO05","Antioquia","CO","Colombia",NA,1,NA,2,1
"CO05615","Rionegro","CO05","Antioquia","CO","Colombia",NA,1,2,25,5
"CO05631","Sabaneta","CO05","Antioquia","CO","Colombia",NA,1,2,4,2
"CO05837","Turbo","CO05","Antioquia","CO","Colombia",NA,1,3,59,4
"CO08078","Baranoa","CO08","Atlántico","CO","Colombia",NA,1,1,3,1
"CO08573","Puerto Colombia","CO08","Atlántico","CO","Colombia",NA,1,8,16,1
"CO13433","Mahates","CO13","Bolívar","CO","Colombia",NA,1,NA,1,NA
"CO15332","Güicán de la Sierra","CO15","Boyacá","CO","Colombia",NA,1,NA,7,1
"CO15518","Pajarito","CO15","Boyacá","CO","Colombia",NA,1,NA,4,NA
"CO15759","Sogamoso","CO15","Boyacá","CO","Colombia",NA,1,2,22,6
"CO15762","Sora","CO15","Boyacá","CO","Colombia",NA,1,NA,1,NA
"CO15822","Tota","CO15","Boyacá","CO","Colombia",NA,1,NA,2,NA
"CO17013","Aguadas","CO17","Caldas","CO","Colombia",NA,1,NA,3,1
"CO17174","Chinchiná","CO17","Caldas","CO","Colombia",NA,1,NA,6,3
"CO17777","Supía","CO17","Caldas","CO","Colombia",NA,1,NA,1,1
"CO18592","Puerto Rico","CO18","Caquetá","CO","Colombia",NA,1,NA,4,1
"CO18756","Solano","CO18","Caquetá","CO","Colombia",NA,1,NA,7,1
"CO19100","Bolívar","CO19","Cauca","CO","Colombia",NA,1,NA,9,1
"CO19355","Inzá","CO19","Cauca","CO","Colombia",NA,3,NA,9,1
"CO19418","López de Micay","CO19","Cauca","CO","Colombia",NA,1,NA,3,1
"CO19760","Sotará - Paispamba","CO19","Cauca","CO","Colombia",NA,1,NA,7,2
"CO19809","Timbiquí","CO19","Cauca","CO","Colombia",NA,1,NA,3,NA
"CO19824","Totoró","CO19","Cauca","CO","Colombia",NA,1,NA,15,1
"CO20443","Manaure Balcón del Cesar","CO20","Cesar","CO","Colombia",NA,2,NA,3,1
"CO25126","Cajicá","CO25","Cundinamarca","CO","Colombia",NA,1,3,7,1
"CO25281","Fosca","CO25","Cundinamarca","CO","Colombia",NA,1,NA,2,NA
"CO25335","Guayabetal","CO25","Cundinamarca","CO","Colombia",NA,1,NA,NA,NA
"CO25599","Apulo","CO25","Cundinamarca","CO","Colombia",NA,1,NA,NA,1
"CO25851","Útica","CO25","Cundinamarca","CO","Colombia",NA,1,NA,NA,NA
"CO41551","Pitalito","CO41","Huila","CO","Colombia",NA,3,2,35,NA
"CO44078","Barrancas","CO44","La Guajira","CO","Colombia",NA,3,NA,35,1
"CO44430","Maicao","CO44","La Guajira","CO","Colombia",NA,1,1,60,4
"CO44560","Manaure","CO44","La Guajira","CO","Colombia",NA,2,NA,28,3
"CO47189","Ciénaga","CO47","Magdalena","CO","Colombia",NA,1,NA,20,6
"CO50251","El Castillo","CO50","Meta","CO","Colombia",NA,1,NA,7,NA
"CO50568","Puerto Gaitán","CO50","Meta","CO","Colombia",NA,1,NA,7,4
"CO52418","Los Andes","CO52","Nariño","CO","Colombia",NA,1,NA,NA,1
"CO54109","Bucarasica","CO54","Norte de Santander","CO","Colombia",NA,1,NA,4,NA
"CO68755","Socorro","CO68","Santander","CO","Colombia",NA,2,1,3,1
"CO68820","Tona","CO68","Santander","CO","Colombia",NA,1,NA,3,NA
"CO70215","Corozal","CO70","Sucre","CO","Colombia",NA,1,NA,2,NA
"CO70473","Morroa","CO70","Sucre","CO","Colombia",NA,1,1,3,1
"CO70670","Sampués","CO70","Sucre","CO","Colombia",NA,1,NA,3,1
"CO73268","Espinal","CO73","Tolima","CO","Colombia",NA,1,3,37,1
"CO76275","Florida","CO76","Valle del Cauca","CO","Colombia",NA,1,NA,5,3
"CO76364","Jamundí","CO76","Valle del Cauca","CO","Colombia",NA,1,1,17,3
"CO85430","Trinidad","CO85","Casanare","CO","Colombia",NA,1,NA,3,NA
"CO85440","Villanueva","CO85","Casanare","CO","Colombia",NA,2,NA,13,1
"CO86749","Sibundoy","CO86","Putumayo","CO","Colombia",NA,1,NA,4,NA
"CO88001","San Andrés","CO88","Archipiélago de San Andrés, Providencia y Santa Catalina","CO","Colombia",NA,1,2,6,2
"CO97001","Mitú","CO97","Vaupés","CO","Colombia",NA,1,NA,11,1
"CO05411","Liborina","CO05","Antioquia","CO","Colombia",NA,NA,1,2,1
"CO13440","Margarita","CO13","Bolívar","CO","Colombia",NA,NA,2,NA,NA
"CO15667","San Luis de Gaceno","CO15","Boyacá","CO","Colombia",NA,NA,1,12,1
"CO15757","Socha","CO15","Boyacá","CO","Colombia",NA,NA,1,19,1
"CO17524","Palestina","CO17","Caldas","CO","Colombia",NA,NA,1,3,2
"CO20621","La Paz","CO20","Cesar","CO","Colombia",NA,NA,5,2,NA
"CO23189","Ciénaga de Oro","CO23","Córdoba","CO","Colombia",NA,NA,1,NA,NA
"CO25718","Sasaima","CO25","Cundinamarca","CO","Colombia",NA,NA,1,NA,1
"CO25758","Sopó","CO25","Cundinamarca","CO","Colombia",NA,NA,1,6,NA
"CO50606","Restrepo","CO50","Meta","CO","Colombia",NA,NA,3,1,NA
"CO52838","Túquerres","CO52","Nariño","CO","Colombia",NA,NA,2,14,4
"CO68077","Barbosa","CO68","Santander","CO","Colombia",NA,NA,1,13,2
"CO73055","Armero","CO73","Tolima","CO","Colombia",NA,NA,1,6,1
"CO73408","Lérida","CO73","Tolima","CO","Colombia",NA,NA,3,9,1
"CO73449","Melgar","CO73","Tolima","CO","Colombia",NA,NA,1,9,2
"CO76622","Roldanillo","CO76","Valle del Cauca","CO","Colombia",NA,NA,2,3,1
"CO76834","Tuluá","CO76","Valle del Cauca","CO","Colombia",NA,NA,4,54,34
"CO76895","Zarzal","CO76","Valle del Cauca","CO","Colombia",NA,NA,1,7,2
"CO05002","Abejorral","CO05","Antioquia","CO","Colombia",NA,NA,NA,5,2
"CO05021","Alejandría","CO05","Antioquia","CO","Colombia",NA,NA,NA,6,1
"CO05030","Amagá","CO05","Antioquia","CO","Colombia",NA,NA,NA,1,1
"CO05034","Andes","CO05","Antioquia","CO","Colombia",NA,NA,NA,1,2
"CO05036","Angelópolis","CO05","Antioquia","CO","Colombia",NA,NA,NA,1,2
"CO05038","Angostura","CO05","Antioquia","CO","Colombia",NA,NA,NA,2,1
"CO05040","Anorí","CO05","Antioquia","CO","Colombia",NA,NA,NA,9,NA
"CO05042","Santa Fé de Antioquia","CO05","Antioquia","CO","Colombia",NA,NA,NA,2,1
"CO05044","Anzá","CO05","Antioquia","CO","Colombia",NA,NA,NA,1,1
"CO05051","Arboletes","CO05","Antioquia","CO","Colombia",NA,NA,NA,24,1
"CO05055","Argelia","CO05","Antioquia","CO","Colombia",NA,NA,NA,36,1
"CO05059","Armenia","CO05","Antioquia","CO","Colombia",NA,NA,NA,1,1
"CO05079","Barbosa","CO05","Antioquia","CO","Colombia",NA,NA,NA,5,1
"CO05086","Belmira","CO05","Antioquia","CO","Colombia",NA,NA,NA,2,1
"CO05093","Betulia","CO05","Antioquia","CO","Colombia",NA,NA,NA,3,2
"CO05101","Ciudad Bolívar","CO05","Antioquia","CO","Colombia",NA,NA,NA,2,1
"CO05107","Briceño","CO05","Antioquia","CO","Colombia",NA,NA,NA,9,1
"CO05113","Buriticá","CO05","Antioquia","CO","Colombia",NA,NA,NA,2,1
"CO05125","Caicedo","CO05","Antioquia","CO","Colombia",NA,NA,NA,3,1
"CO05134","Campamento","CO05","Antioquia","CO","Colombia",NA,NA,NA,3,2
"CO05138","Cañasgordas","CO05","Antioquia","CO","Colombia",NA,NA,NA,3,2
"CO05142","Caracolí","CO05","Antioquia","CO","Colombia",NA,NA,NA,2,1
"CO05147","Carepa","CO05","Antioquia","CO","Colombia",NA,NA,NA,1,1
"CO05150","Carolina","CO05","Antioquia","CO","Colombia",NA,NA,NA,1,1
"CO05172","Chigorodó","CO05","Antioquia","CO","Colombia",NA,NA,NA,13,1
