"ADM2_PC","ADM2_ES","ADM1_PC","ADM1_ES","ADM0_PC","ADM0_ES","college","clinic","university","school","hospital"
"CO23162","Cerete","CO23","Cordoba","CO","Colombia",NA,NA,NA,NA,2
"CO23300","Cotorra","CO23","Cordoba","CO","Colombia",NA,NA,NA,NA,1
"CO23419","Los Cordobas","CO23","Cordoba","CO","Colombia",NA,NA,NA,NA,1
"CO23672","San Antero","CO23","Cordoba","CO","Colombia",NA,NA,NA,NA,1
"CO23815","Tuchin","CO23","Cordoba","CO","Colombia",NA,NA,NA,NA,1
"CO25297","Gacheta","CO25","Cundinamarca","CO","Colombia",NA,NA,NA,NA,1
"CO41132","Campoalegre","CO41","Huila","CO","Colombia",NA,NA,NA,NA,1
"CO41797","Tesalia","CO41","Huila","CO","Colombia",NA,NA,NA,NA,1
"CO47170","Chivolo","CO47","Magdalena","CO","Colombia",NA,NA,NA,NA,1
"CO47268","El Reten","CO47","Magdalena","CO","Colombia",NA,NA,NA,NA,1
"CO47555","Plato","CO47","Magdalena","CO","Colombia",NA,NA,NA,NA,1
"CO50150","Castilla la Nueva","CO50","Meta","CO","Colombia",NA,NA,NA,NA,2
"CO50226","Cumaral","CO50","Meta","CO","Colombia",NA,NA,NA,NA,2
"CO50689","San Martin","CO50","Meta","CO","Colombia",NA,NA,NA,NA,1
"CO52022","Aldana","CO52","Narino","CO","Colombia",NA,NA,NA,NA,2
"CO52250","El Charco","CO52","Narino","CO","Colombia",NA,NA,NA,NA,1
"CO52480","Narino","CO52","Narino","CO","Colombia",NA,NA,NA,NA,1
"CO54174","Chitaga","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,NA,1
"CO54398","La Playa","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,NA,1
"CO54660","Salazar","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,NA,1
"CO68176","Chima","CO68","Santander","CO","Colombia",NA,NA,NA,NA,1
"CO73275","Flandes","CO73","Tolima","CO","Colombia",NA,NA,NA,NA,1
"CO76054","Argelia","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76100","Bolivar","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76126","Calima","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76243","El Aguila","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76403","La Victoria","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76497","Obando","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO85162","Monterrey","CO85","Casanare","CO","Colombia",NA,NA,NA,NA,1
"CO86219","Colon","CO86","Putumayo","CO","Colombia",NA,NA,NA,NA,1
"CO91669","Puerto Santander","CO91","Amazonas","CO","Colombia",NA,NA,NA,NA,2
